task,model_arm,plan_arm,metric,n,mean,scenario_sd,scenario_se,marginal_95_low,marginal_95_high,bonferroni_family,bonferroni_95_low,bonferroni_95_high,inference_scope
reach-wall,fixed_rank4,matched_random_fixed_rank4,actual_endpoint_mse_visual,28,1.271664327808789,0.1867886298232968,0.035299733017639,1.2054200539099318,1.340583995995777,,,,descriptive_only
reach-wall,fixed_rank4,matched_random_fixed_rank4,actual_endpoint_mse_proprio,28,0.07552963215857744,0.0279383196235892,0.0052798461266466215,0.06522284306452741,0.0853550377750902,,,,descriptive_only
reach-wall,fixed_rank4,matched_random_fixed_rank4,actual_endpoint_mse_weighted,28,1.2792172910246469,0.18898712956844232,0.03571521041643142,1.2122366482134177,1.3489162734791171,,,,descriptive_only
reach-wall,fixed_rank4,matched_random_fixed_rank4,predicted_goal_cost_visual,28,1.7802354735987527,0.20709042357023436,0.039136411404990634,1.7042762779763765,1.856904655162777,,,,descriptive_only
reach-wall,fixed_rank4,matched_random_fixed_rank4,predicted_goal_cost_proprio,28,0.037159836352137585,0.03453236323584229,0.006526003236099171,0.0259146949143282,0.05106781220612381,,,,descriptive_only
reach-wall,fixed_rank4,matched_random_fixed_rank4,predicted_goal_cost_weighted,28,1.7839514572339665,0.20868989069944852,0.039438682280285145,1.7074834105273473,1.861222469189919,,,,descriptive_only
reach-wall,fixed_rank4,matched_random_fixed_rank4,actual_goal_cost_visual,28,2.288676926067897,0.17198937269472855,0.03250293630687533,2.228096776349204,2.3534744745918683,,,,descriptive_only
reach-wall,fixed_rank4,matched_random_fixed_rank4,actual_goal_cost_proprio,28,0.17248512192496232,0.028321645432046478,0.005352287895238817,0.16247961978827202,0.18326533432118586,,,,descriptive_only
reach-wall,fixed_rank4,matched_random_fixed_rank4,actual_goal_cost_weighted,28,2.305925438260393,0.17392009354803037,0.0328678082517984,2.244630876909276,2.371365702886666,,,,descriptive_only
reach-wall,fixed_rank4,matched_random_fixed_rank4,predicted_minus_actual_goal_cost_visual,28,-0.5084414524691445,0.15934763843128852,0.030113873092473424,-0.5666203028389386,-0.4506207049957344,,,,descriptive_only
reach-wall,fixed_rank4,matched_random_fixed_rank4,predicted_minus_actual_goal_cost_proprio,28,-0.13532528557282472,0.03794335134771821,0.007170619398172132,-0.148305885814729,-0.120810029196686,,,,descriptive_only
reach-wall,fixed_rank4,matched_random_fixed_rank4,predicted_minus_actual_goal_cost_weighted,28,-0.521973981026427,0.16120932788885792,0.030465699329841948,-0.5808845332765487,-0.4634217299962516,,,,descriptive_only
reach-wall,fixed_rank4,native,actual_endpoint_mse_visual,28,1.28913580094065,0.192713097779779,0.03641935222215492,1.2192350781389645,1.3596194548266274,,,,descriptive_only
reach-wall,fixed_rank4,native,actual_endpoint_mse_proprio,28,0.0769605144326176,0.026007771013775355,0.004915006732683128,0.06739065513746546,0.08623950840306599,,,,descriptive_only
reach-wall,fixed_rank4,native,actual_endpoint_mse_weighted,28,1.2968318523839115,0.19452507586642856,0.036761783893467306,1.226361418607578,1.367951563238665,,,,descriptive_only
reach-wall,fixed_rank4,native,predicted_goal_cost_visual,28,1.77958345413208,0.21007747329090654,0.03970091074175375,1.702239581303937,1.8575944572687146,,,,descriptive_only
reach-wall,fixed_rank4,native,predicted_goal_cost_proprio,28,0.03660528514800327,0.034073413999112914,0.006439269982899969,0.02548201522690111,0.050244426318178215,,,,descriptive_only
reach-wall,fixed_rank4,native,predicted_goal_cost_weighted,28,1.7832439826468802,0.21166254883522242,0.04000046186314733,1.7054393935025605,1.8618190455466639,,,,descriptive_only
reach-wall,fixed_rank4,native,actual_goal_cost_visual,28,2.2914151549339294,0.1736690974095373,0.03282037444019195,2.230134083756379,2.3565111771225933,,,,descriptive_only
reach-wall,fixed_rank4,native,actual_goal_cost_proprio,28,0.17302558783973968,0.02963450041981657,0.005600394167033847,0.16255866631067223,0.18423438105466108,,,,descriptive_only
reach-wall,fixed_rank4,native,actual_goal_cost_weighted,28,2.308717713717903,0.17563577846949055,0.03319204222539319,2.2466270908473858,2.374375096168369,,,,descriptive_only
reach-wall,fixed_rank4,native,predicted_minus_actual_goal_cost_visual,28,-0.5118317008018494,0.16022802089946314,0.030280249740288513,-0.5701905304832117,-0.45395824334451135,,,,descriptive_only
reach-wall,fixed_rank4,native,predicted_minus_actual_goal_cost_proprio,28,-0.13642030269173638,0.03669768016218925,0.006935209671581516,-0.14893042034070406,-0.12238181857641653,,,,descriptive_only
reach-wall,fixed_rank4,native,predicted_minus_actual_goal_cost_weighted,28,-0.5254737310710229,0.16179245250600288,0.0305758995241509,-0.5843351305005905,-0.4669059022210005,,,,descriptive_only
reach-wall,matched_random_fixed_rank4,fixed_rank4,actual_endpoint_mse_visual,28,1.2906432364668166,0.17538839963351913,0.033145292019707395,1.2290418272571904,1.3566055046660561,,,,descriptive_only
reach-wall,matched_random_fixed_rank4,fixed_rank4,actual_endpoint_mse_proprio,28,0.07769607599558574,0.025708692172692303,0.0048584861444040455,0.06816608325212395,0.08676584049493873,,,,descriptive_only
reach-wall,matched_random_fixed_rank4,fixed_rank4,actual_endpoint_mse_weighted,28,1.2984128440663751,0.1770250418618536,0.033454588328375945,1.2362028675672732,1.3649652528381973,,,,descriptive_only
reach-wall,matched_random_fixed_rank4,fixed_rank4,predicted_goal_cost_visual,28,1.7785720697471075,0.2058204422623223,0.03889640749710236,1.7030949479767254,1.85503358819655,,,,descriptive_only
