source_id,task,category,precision,arm,endpoint,lineage_weighted_mean,clip_weighted_mean,error_reduction_percent_vs_native,realized_energy_match_fraction
S01,reach,vision_action_coupling,bfloat16,permuted_visual,visual_l1_h4,0.28405293089648087,0.28405293089648087,-0.014944518917747729,1.0
S01,reach,vision_action_coupling,bfloat16,permuted_visual,visual_l1_h5,0.2950864755144023,0.2950864755144023,-0.00932082839020243,1.0
S01,reach,vision_action_coupling,bfloat16,permuted_visual,visual_l1_h6,0.3059573324566538,0.30595733245665374,-0.007292480501153165,1.0
S01,reach,vision_action_coupling,bfloat16,permuted_visual,visual_mse_h1,0.12173197127483558,0.1217319712748356,0.0,1.0
S01,reach,vision_action_coupling,bfloat16,permuted_visual,visual_mse_h2,0.13744648757644679,0.13744648757644676,0.0,1.0
S01,reach,vision_action_coupling,bfloat16,permuted_visual,visual_mse_h3,0.15179298900519358,0.15179298900519356,-0.056561627612539134,1.0
S01,reach,vision_action_coupling,bfloat16,permuted_visual,visual_mse_h4,0.16626491302981825,0.16626491302981822,-0.02019146232137281,1.0
S01,reach,vision_action_coupling,bfloat16,permuted_visual,visual_mse_h5,0.18174927160143856,0.18174927160143853,-0.021641625745361104,1.0
S01,reach,vision_action_coupling,bfloat16,permuted_visual,visual_mse_h6,0.19811558037281335,0.19811558037281338,-0.016155681766982788,1.0
S01,reach,vision_action_coupling,bfloat16,visual_only,proprio_l1_h1,0.00915005694289287,0.009150056942892872,0.0,1.0
S01,reach,vision_action_coupling,bfloat16,visual_only,proprio_l1_h2,0.010492816679955769,0.01049281667995577,0.0,1.0
S01,reach,vision_action_coupling,bfloat16,visual_only,proprio_l1_h3,0.012160255005371502,0.012160255005371504,0.5294386117295602,1.0
S01,reach,vision_action_coupling,bfloat16,visual_only,proprio_l1_h4,0.01369172931646439,0.01369172931646439,1.0541019992013734,1.0
S01,reach,vision_action_coupling,bfloat16,visual_only,proprio_l1_h5,0.015448953366763135,0.015448953366763137,1.3645845934394663,1.0
S01,reach,vision_action_coupling,bfloat16,visual_only,proprio_l1_h6,0.017320797691060555,0.01732079769106055,1.2123547600982887,1.0
S01,reach,vision_action_coupling,bfloat16,visual_only,proprio_mse_h1,0.0002275826288211528,0.00022758262882115275,0.0,1.0
S01,reach,vision_action_coupling,bfloat16,visual_only,proprio_mse_h2,0.0003022944126727948,0.00030229441267279485,0.0,1.0
S01,reach,vision_action_coupling,bfloat16,visual_only,proprio_mse_h3,0.0004098549611121092,0.00040985496111210925,1.0083919016573573,1.0
